score,title,company,location,easy_apply,salary_min,salary_max,compensation_text,salary_score,title_score,keyword_score,negative_score,matching_terms,url
21.73,Automation Quality Engineer,,,False,,,,0.0,8.12,13.6,0.0,"automation, engineer, quality",https://www.linkedin.com/jobs/view/4409279381/?eBP=CwEAAAGehoAKOSezl4N2F15zEXodBA-Y1ryrGHU0Sk1j5PueFK9QbUtqfkgiN3K2wnzlnABduRuJqZxwNVYFKQz9ZJG6aDFUBr-CibqEhoRJzsdDD227-wGf7n7hmqbWocgX4mu47MDPePepa3x9a0Wp8qZQjgv_oSFJ9qjFv98bWreHE6Mez-5bayx-7ARXuiqtpQChW6Q2LEZ0ZyLsDnMdb1_GQGLMhn5kTFyW9D4xITsf2u-K4btHaPp3Te3sKabgqRa8jrnb1p9hIP3M1nzbDlBZLeSaoWU8ClyRVgEzXbPUFNT9tq_9_sTHG4si7jSn44P6Dwj1hLHBKRqpqDaPZiJobpabW3MSp2pFWfoxhplwQU-gsDWncF6T10lDYClYZ4kLf8AArB8jZIUQAQITkUhI_s3FO_iDHFUPDXwekJ6NFcDbtDZX1o3SYfG5idSkhRt2twd33Sidg0gpnRtz-45O8iphVu5-vPHYKpDY0Q&refId=Gxe7u4IrvIjOkY4RDpXreQ%3D%3D&trackingId=g0L7CyTZ%2FmaHj%2FkTtQRs2w%3D%3D&trk=flagship3_search_srp_jobs
18.52,Automation Engineer 6 spots,,,False,,,,0.0,5.62,12.9,0.0,"automation, automation engineer, engineer",https://www.linkedin.com/jobs/view/4380040146/?eBP=CwEAAAGehoAKOYfocYM6UbssAP1jOThPwRJrs61dyKHUzJXd0_bV9Loa_3hl0E-n22TtMMrf4qIgZQCTCKzWJR7f07oAiq0wYKAojh8zNaHNWR-JbMkuyFmryb4dsBakLK-Hq1raESi9ahuA5dolsE8eVml1yyCtn8sSRpnnBWXT5sdfn6IOFRzjmEY5In3l8D_MzzUhwIBNAhDTBo0Po38Tj0cM_rWzbhoTQAvZGZ0mVs7HxucVmNhE3UOSKHhHPLgGhI2TETsYeaHTXKfMaIB60xyDC07DLN62mlrAs1wcCpFLU-6ZsQbzGVW4hPAr1ssjGICj0TqbgC8I6T_Rym7LmUi02aYDN1_nLEiHS8hOLjPHqqG0vn-mqW4qfE9t8zOAt_8EinzY8dWI8pa6JlZDMsPPjCxRrGY4ggH3XfIBAf1jRrqKbHdYRGxie8UqjKwP7sXnraYDLocsMO57CybvGvbA05cmJSbj9tdlKH7aVA&refId=Gxe7u4IrvIjOkY4RDpXreQ%3D%3D&trackingId=1akZqIPZoGsmy7sYQRRZ7g%3D%3D&trk=flagship3_search_srp_jobs
